titulo	direccion	precio	Baños	Piso de duela	Armarios empotrados	Roof Garden	Totalmente cercado	Estacionamientos	Estacionamiento techado	Construidos (m²)	Habitaciones (en total)	Amueblado	Recámaras	Jardín	Internet de banda ancha disponible	Estacionamiento vigilado	Calefacción	Balcón	Acceso a TV de paga	Patio	Garaje	Jacuzzi	Estudio	Piso de loseta	Sistema de alarma	Cancha de tenis	Cocina Equipada	Cuarto de servicio	Gimnasio	Estacionamiento abierto	Área de juegos infantiles	Aire acondicionado	Terraza	Área de entretenimiento al aire libre	Estacionamiento para Visitas	Intercomunicador	Chimenea	Terreno (m²)	Alberca
ETNA PLUS. Valle de Cumbres Premier	Valle de Cumbres, García	$ 6,500,000	4.5	False	False	False	False	2.0	False	246.46	7.5	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	426.46	False
VENTA CASA MONTERREY	Residencial Cumbres, Monterrey	$ 11,500,000	3.5	False	False	False	False	6.0	True	426.0	5.7	False	3.0	True	False	False	True	False	True	True	False	True	True	False	False	False	True	True	False	False	False	True	True	False	False	False	False	480.0	True
Casa En Venta Monterrey Nuevo Leon Fracc ARBOREA Muy Cerca De Avenida Leones	Montenova, García	$ 2,820,000	3.0	False	False	False	False	2.0	False	190.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	160.0	False
Casa en Venta Castaños del Vergel Carretera Nacional	La Joya, Monterrey	$ 10,650,000	4.0	False	False	False	False	3.0	False	414.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	251.0	False
Casa Venta en Carretera Nacional, en Las Esmeraldas Residencial	Los Cristales, Monterrey	$ 8,400,000	6.0	False	False	False	False	3.0	False	365.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	200.0	False
CASA EN VENTA, COLONIA VALLE DE CRISTAL, MONTERREY NUEVO LEON	Valle de Cristal, Monterrey	$ 9,350,000	3.0	False	False	False	False	3.0	True	431.0	5.7	False	3.0	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	323.0	False
CASA EN VENTA EN MITICA	Centro, Monterrey	$ 8,250,000	3.0	False	False	False	False	2.0	False	345.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	250.0	False
CASA EN VENTA CAROLCO MONTERREY SUR	Carolco, Monterrey	$ 13,500,000	5.0	False	False	False	False	3.0	False	583.0	5.7	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	290.0	False
CASA EN VENTA  CARRETERA NACIONAL SIERRA ALTA 9 SECTOR	Sierra Alta 1a Etapa, Monterrey	$ 19,500,000	4.0	False	False	False	False	4.0	False	600.0	5.7	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	550.0	False
CASA EN VENTA  CARRETERA NACIONAL LA JOYA	La Joya, Monterrey	$ 21,500,000	6.0	False	False	False	False	3.0	False	750.0	5.7	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	434.0	False
CASA EN VENTA EN ESPACIO CUMBRES a 1 min de Leones, SUPER EQUIPADA!!	Fraccionamiento Espacio Cumbres, Monterrey	$ 4,320,000	3.5	False	True	False	True	2.0	True	284.0	5.7	True	3.0	True	True	False	False	True	True	True	False	False	False	False	False	False	True	False	False	False	True	True	False	True	False	False	False	150.0	False
Dalia. Montellán	Monterrey	$ 5,400,000	3.5	False	False	False	False	3.0	False	228.4	6.5	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	347.4	False
Casa en Venta en Lomas del Vergel, Zona Sur de Monterrey	Lomas del Vergel, Monterrey	$ 6,500,000	5.0	False	False	True	False	2.0	False	334.0	5.7	False	3.0	False	True	False	False	False	True	False	False	False	False	False	False	False	True	True	False	False	True	False	True	False	True	False	False	136.0	False
Casa en Venta, Sienna Residencial, Carretera Nacional, URO, Monterrey, Equipada	Granadas de Laderas, Monterrey	$ 12,450,000	4.5	False	False	False	False	3.0	True	450.0	5.7	False	3.0	True	False	True	False	False	False	False	False	False	True	False	False	False	True	True	False	False	True	False	False	False	False	False	False	336.0	True
Espectacular Casa en Carretera Nacional. Los Olivos Residencial	El Barro, Santiago	$ 11,500,000	5.5	False	False	False	False	2.0	False	529.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	300.0	False
Casa en Venta Fracc. Valle de Cristal en Carretera Nacional	Valle de Cristal, Monterrey	$ 8,500,000	4.0	False	False	False	False	3.0	True	300.0	5.7	False	3.0	False	False	False	False	True	False	True	True	False	False	False	False	False	False	True	False	False	True	False	False	True	False	False	False	313.5	False
Casa en venta en Col. Laderas del Mirador F XXI, Monterrey	Laderas Del Mirador, Monterrey	$ 2,850,000	2.0	False	False	False	False	2.8	False	158.0	5.7	False	7.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5587.2	False
Casa en Venta en Col. Fama II	La Fama, Santa Catarina	$ 2,000,000	1.0	False	False	False	False	4.0	False	125.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5587.2	False
Casa parte alta Cima de la Montaña junto a Reserva Federal.	Cima de las Cumbres, Monterrey	$ 8,500,000	5.0	False	False	True	False	2.0	True	468.0	5.7	False	3.0	False	False	False	False	True	False	True	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	200.0	False
VENDO CASA EN SAN PEDRO GARZA GARCIA N.L.	San Angel, San Pedro Garza García	$ 32,000,000	3.0	False	True	False	True	3.0	True	900.0	5.7	False	3.0	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True	False	True	True	False	True	True	True	850.0	True
CASA EN VENTA EN VISTA HERMOSA MONTERREY	Vista Hermosa, Monterrey	$ 8,550,000	4.0	False	False	False	False	2.0	True	300.0	5.7	False	3.0	False	False	False	False	False	False	True	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	180.0	False
Valle de Cumbres Premier	Valle de Cumbres, García	$ 5,600,000	3.5	False	False	False	False	2.0	False	215.0	6.5	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	395.0	False
TEIDE. Valle de Cumbres Premier	Valle de Cumbres, García	$ 5,700,000	3.5	False	False	False	False	2.0	False	217.43	6.5	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	397.43	False
ARANDA PLUS. Valle de Cumbres Premier	Valle de Cumbres, García	$ 6,700,000	4.5	False	False	False	False	2.0	False	251.83	7.5	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	431.83	False
Casa en Venta CAROLCO 1er Sector , Carretera Nacional, Monterrey	Carolco, Monterrey	$ 11,950,000	4.5	False	False	False	True	3.0	True	414.0	5.7	False	3.0	True	False	True	False	False	False	False	False	False	True	False	False	True	True	True	False	False	True	False	False	True	False	False	False	294.28	True
VENTA DE CASA EN SIERRA ALTA CARRETERA NACIONAL	Sierra Alta 1a Etapa, Monterrey	$ 15,990,000	5.0	False	False	False	False	3.0	False	461.0	5.7	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	413.0	False
Casa en Venta en Carretera Nacional	El Uro, Monterrey	$ 14,890,000	5.0	False	False	False	False	3.0	False	585.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	488.0	False
Casa En Venta Monterrey Nuevo Leon Fracc ARBOREA Muy Cerca De Avenida Leones	Montenova, García	$ 2,820,000	4.0	True	True	False	True	2.0	True	210.0	5.7	False	3.0	True	True	False	False	False	False	False	True	False	False	True	True	False	True	False	True	True	False	False	True	True	True	True	True	200.0	True
Casa en Venta en Residencial Dinastia	Residencial Dinastía, Monterrey	$ 12,200,000	3.0	False	False	True	False	2.0	True	445.0	5.7	False	3.0	True	False	False	False	True	False	True	True	False	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	257.65	False
Casa en Venta Fracc. La Esmeralda en Carretera Nacional	Los Cristales, Monterrey	$ 7,500,000	3.0	False	False	False	False	2.0	True	344.0	5.7	False	3.0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	204.0	False
NUEVA en 2 o 3 niveles, con DOBLE ALTURA	Valle de Cumbres Premier, García	$ 5,636,855	3.5	False	False	False	True	2.0	True	215.0	5.7	False	3.0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	180.0	True
Casa en Venta Carretera Nacional, Bosque de las Misiones	Yerbaniz, Santiago	$ 10,250,000	7.0	False	False	False	False	3.0	False	450.0	5.7	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	318.0	False
Venta de casa en La Rioja	Monterrey	$ 7,500,000	4.5	False	False	False	False	2.0	False	309.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	200.0	False
CASA E N VENTA  ZONA SUR MTY RESIDENCIAL LOS AZULEJOS	Sierra Alta 1a Etapa, Monterrey	$ 17,500,000	6.0	False	False	False	False	3.0	False	530.0	5.7	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	412.0	False
VENTA DE CASA EN BOSQUES DE VALLE ALTO CARRETERA NACIONAL	Bosques de Valle Alto, Monterrey	$ 16,800,000	3.0	False	True	False	False	2.0	True	678.0	5.7	False	3.0	True	True	False	True	False	False	True	False	False	True	False	False	False	True	True	False	False	False	True	True	False	False	False	False	350.0	True
Casa Venta Cumbres Elite Cima del Bosque	Cima del Bosque, Monterrey	$ 7,650,000	4.0	False	False	True	False	2.0	True	340.0	5.7	False	3.0	False	False	False	False	False	False	True	True	False	True	False	False	False	True	False	False	False	False	False	True	False	True	False	False	160.0	False
Montellán	Monterrey	$ 5,400,000	3.5	False	False	False	False	3.0	False	228.4	6.5	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	347.4	False
Casa Nueva Cima de la Montaña Cumbres Elite Mty	Cima de las Cumbres, Monterrey	$ 8,100,000	5.0	False	False	True	False	2.0	True	434.0	5.7	False	3.0	False	False	False	False	True	False	True	True	False	False	False	False	False	False	False	False	False	True	True	True	False	True	False	False	181.0	False
CASA EN VENTA EL BARRO SANTIAGO N.L.	El Barro, Santiago	$ 6,500,000	2.0	False	False	False	False	3.0	False	502.0	5.7	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3912.29	False
Casa en Venta Bosques de Vistancia Carretera Nacional	Vistancia, Monterrey	$ 8,550,000	4.5	False	False	False	False	4.0	False	303.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	225.0	False
Casa en Venta en Landana Residencial, Carretera Nacional	El Uro, Monterrey	$ 8,450,000	6.0	False	False	False	False	3.0	False	383.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	300.0	False
Casa en Colonia Centro, Cadereyta Jiménez, NL.	Cadereyta Jimenez Centro, Cadereyta Jiménez	$ 2,200,000	1.0	False	False	False	False	3.0	False	200.0	5.7	False	3.0	False	True	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	494.0	False
Casa en Venta, Col. CNOP en Guadalupe, N.L.	Ciudad Cnop, Guadalupe	$ 1,200,000	2.0	False	False	False	False	1.0	False	210.0	5.7	False	4.0	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	105.0	False
CASA EN VENTA  CARRETERA NACIONAL SIERRA ALTA 9 SEC	Sierra Alta 1a Etapa, Monterrey	$ 26,500,000	6.0	False	False	False	False	4.0	False	750.0	5.7	False	5.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	800.0	False
Venta de Casa en Los Faisanes, Sector El Dorado, Gpe.N.L.	Los Faisanes, Guadalupe	$ 2,290,000	2.0	False	False	False	False	1.0	True	155.0	5.7	False	3.0	False	False	False	True	False	False	True	False	False	False	True	False	False	True	False	False	False	False	True	False	False	False	False	False	105.0	False
Casa en Venta LAS LAJAS, Esquinera, alberca y 4 habitaciones.	Las Lajas, Monterrey	$ 15,000,000	5.0	False	False	False	False	2.0	True	417.0	5.7	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	223.0	True
Casa en venta en Valle de Santa María	Santa Maria Pesquería, Pesquería	$ 700,000	1.0	False	False	False	False	2.0	False	57.0	5.7	False	2.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	103.0	False
Casa en Venta Dominio Cumbres	Centro Villa de Garcia (casco), García	$ 3,945,000	5.0	False	False	False	False	2.0	False	230.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	136.0	False
CASA EN VENTA EN GENERAL ESCOBEDO, PRIVADAS DEL SAUCE	Privadas del Sauce, General Escobedo	$ 1,900,000	3.0	False	True	False	False	1.0	False	150.0	5.7	False	3.0	False	True	True	False	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	142.0	False
Residencia en Col. Veredalta (Zona Valle) en San Pedro	Veredalta, San Pedro Garza García	$ 24,990,000	6.0	False	False	False	False	2.0	True	868.0	5.7	False	5.0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	635.0	True
CASA EN VENTA EN CASTAÑOS DEL VERGEL ZONA SUR CARRETERA NACIONAL	El Uro, Monterrey	$ 11,900,000	6.0	False	True	True	True	3.0	True	450.0	5.7	False	4.0	True	True	True	False	True	True	True	False	True	True	True	False	False	True	True	False	False	True	True	True	True	True	False	False	251.0	True
VENTA DE CASA EN FRACCIONAMIENTO LAS BUGAMBILIAS MONTEMORELOS	Montemorelos	$ 1,050,000	1.0	False	False	False	True	5.0	False	60.0	5.7	False	2.0	False	False	False	False	False	True	True	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	200.0	False
Casa en venta en Los Parques Residencial	Centro Villa de Garcia (casco), García	$ 920,000	2.0	False	False	False	False	2.8	False	114.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	111.0	False
